sld,childsld,links,ips,asns
united.no, 0, 252, 3, 2
nowaroos.com, 0, 252, 3, 2
queenslibrary.org, 0, 252, 7, 4
brastop.com, 0, 252, 1, 1
ipeen.com.tw, 0, 252, 10, 1
line.me, 1, 251, 10, 2
shafaqna.com, 1, 251, 21, 1
ocs.ru, 1, 251, 2, 1
conrad.com, 0, 251, 3, 2
miniprix.ro, 0, 251, 2, 0
ckopo.net, 0, 251, 1, 1
bertina.ir, 0, 251, 2, 1
askiitians.com, 0, 251, 2, 1
cdu.edu.au, 0, 251, 6, 1
laughingbirdsoftware.com, 0, 251, 1, 1
ivest.kz, 0, 251, 1, 1
gelbeseiten.de, 0, 251, 2, 2
feliubadalo.com, 0, 251, 1, 1
puzzledragonx.com, 1, 250, 2, 1
sankakucomplex.com, 1, 250, 6, 2
livetvcdn.net, 0, 250, 1, 1
104.com.tw, 0, 250, 13, 1
nashrnews.org, 0, 250, 1, 1
prian.ru, 0, 250, 1, 1
tienphong.vn, 0, 250, 4, 3
onsemi.com, 0, 250, 1, 1
polexp.com, 0, 250, 3, 2
lowyat.net, 1, 249, 3, 1
moheet.com, 1, 249, 3, 2
mojkvart.hr, 1, 249, 2, 1
habitat.fr, 1, 249, 2, 2
ajunews.com, 0, 249, 5, 3
mebpersonel.com, 0, 249, 1, 1
upes.ac.in, 0, 249, 3, 2
key4biz.it, 0, 249, 1, 1
hdporn720.net, 0, 249, 2, 1
gslbjpmchase.com, 1, 248, 16, 2
funpick.co.kr, 1, 248, 11, 1
dnoticias.pt, 1, 248, 5, 2
kpnis.nl, 0, 248, 4, 2
downloadsoftware.ir, 0, 248, 2, 2
mihandownload.com, 0, 248, 3, 2
nw.de, 0, 248, 2, 2
0629.com.ua, 0, 248, 4, 2
larende.com, 0, 248, 1, 1
arq.com.mx, 0, 248, 4, 2
erogazo-ngo.com, 0, 248, 2, 1
uva.nl, 1, 247, 4, 1
galaxyreporter.com, 1, 247, 2, 0
lubbockonline.com, 1, 247, 6, 2
hsnstore.com, 1, 247, 3, 1
danscomp.com, 0, 247, 1, 1
overclockers.ru, 0, 247, 3, 0
fsin.su, 0, 247, 1, 1
dholic.co.jp, 0, 247, 1, 1
gqitalia.it, 0, 247, 18, 1
mytehranmusic.com, 0, 247, 2, 2
avtlg.ru, 0, 247, 1, 1
smartbuyglasses.jp, 0, 247, 2, 1
dulfy.net, 0, 247, 2, 2
liberte-algerie.com, 0, 247, 3, 2
road.cc, 0, 247, 9, 2
ilsecoloxix.it, 1, 246, 5, 4
anglia.ac.uk, 1, 246, 5, 1
takhfifbartar.com, 0, 246, 1, 1
cancer.gov, 0, 246, 4, 1
nikkeibp.co.jp, 0, 246, 17, 2
kadinlardunyasi.com, 0, 246, 1, 0
gloswielkopolski.pl, 0, 246, 2, 1
masaladesi.com, 0, 246, 2, 1
19yxw.com, 0, 246, 2, 2
homemature.net, 0, 246, 2, 2
vesti.az, 0, 246, 1, 1
traveljigsaw.net, 0, 246, 3, 1
mitel.com, 1, 245, 7, 3
sas.com, 1, 245, 13, 4
dena-ec.com, 1, 245, 4, 2
pom.go.id, 0, 245, 22, 1
artvan.com, 0, 245, 2, 2
d1net.com, 0, 245, 2, 1
thomassabo.com, 0, 245, 2, 2
avtomobil.az, 0, 245, 3, 2
goosiam.com, 0, 245, 2, 1
xzep.gov.cn, 0, 245, 1, 1
hellotravel.com, 1, 244, 4, 2
csdn.net, 1, 244, 13, 2
misterspex.de, 1, 244, 6, 3
ucr.ac.cr, 1, 244, 23, 3
gold678.com, 1, 244, 7, 3
incolors.club, 0, 244, 1, 1
ukrposhta.ua, 0, 244, 1, 1
atu.de, 0, 244, 2, 2
guiainfantil.com, 0, 244, 3, 2
infranken.de, 0, 244, 5, 3
lth.se, 0, 244, 4, 1
cruiseamerica.com, 0, 244, 3, 2
buyex.ir, 0, 244, 3, 3
hobonichielog.com, 0, 244, 2, 1
upr.fr, 0, 244, 2, 1
alawar.ru, 1, 243, 5, 2
levi.jp, 0, 243, 1, 1
bodybuilding.nl, 0, 243, 1, 1
javynow.com, 0, 243, 3, 2
biso.cn, 0, 243, 1, 1
ttk.ru, 0, 243, 2, 1
lrts.me, 1, 242, 3, 0
gsgazete.com, 1, 242, 2, 1
hering.com.br, 1, 242, 2, 2
skmov.com, 0, 242, 2, 2
tinmoi.vn, 0, 242, 6, 2
dailymirror.lk, 0, 242, 111, 2
edeng.cn, 0, 242, 2, 2
7878korea.com, 1, 241, 2, 1
lanl.gov, 1, 241, 5, 1
itam.mx, 1, 241, 9, 1
joongboo.com, 0, 241, 3, 1
pwcats.info, 0, 241, 2, 2
mb.com.ph, 0, 241, 3, 1
umaryland.edu, 0, 241, 7, 2
oe24.at, 0, 241, 6, 3
cadena3.com, 0, 241, 1, 1
firsatbufirsat.com, 0, 241, 1, 1
ssgcdn.com, 0, 241, 3, 1
nguyentandung.org, 1, 240, 5, 2
legia.com, 1, 240, 6, 1
epsilon.jp, 1, 240, 2, 1
publico.pt, 1, 240, 16, 1
allcinema.net, 0, 240, 1, 1
nuajik.io, 0, 240, 2, 1
marketingoops.com, 0, 240, 1, 0
posthaus.com.br, 0, 240, 4, 2
hostels.com, 1, 239, 3, 0
coolibar.com, 1, 239, 3, 2
apptractor.ru, 1, 239, 3, 1
zhitov.ru, 1, 239, 1, 1
chefkoch.de, 1, 239, 4, 1
swiatczytnikow.pl, 0, 239, 2, 2
go108.com.cn, 0, 239, 2, 1
xxxhamster.me, 0, 239, 1, 1
youramateurporn.com, 0, 239, 2, 2
lvse.com, 0, 239, 4, 3
newsnow.co.uk, 0, 239, 2, 1
schools9.com, 0, 239, 1, 1
admin5.com, 0, 239, 16, 4
makalius.lt, 1, 238, 2, 1
magazineluiza.com.br, 1, 238, 36, 2
internetretailer.com, 1, 238, 5, 2
paper4pc.com, 1, 238, 6, 2
ballti.com, 0, 238, 1, 1
annonce.cz, 0, 238, 1, 1
chip.pl, 0, 238, 1, 1
bangkokbiznews.com, 0, 238, 4, 2
runnersworld.de, 0, 238, 6, 3
volksfreund.de, 0, 238, 7, 3
newsonline24.com.ua, 0, 238, 1, 1
rt.com, 0, 238, 7, 3
nepalaaja.com, 0, 238, 1, 1
lospicchiodaglio.it, 0, 238, 1, 1
sdchina.com, 0, 238, 9, 1
christianaudio.com, 0, 238, 3, 2
ipa.edu.sa, 1, 237, 6, 1
nosis.com, 1, 237, 4, 2
centennialcollege.ca, 0, 237, 5, 2
traxsource.com, 0, 237, 4, 2
sakhamusic.ir, 0, 237, 2, 2
eurozpravy.cz, 0, 237, 2, 2
girnarsoft.com, 0, 237, 2, 2
pluska.sk, 0, 237, 4, 2
yesiltopuklar.com, 0, 237, 1, 1
alalam.ir, 0, 237, 2, 1
dailystar.com.lb, 0, 237, 2, 1
xalqxeber.az, 0, 237, 1, 1
zora.bg, 0, 237, 1, 1
megogo.net, 1, 236, 3, 1
intellicast.com, 1, 236, 3, 1
topachat.com, 1, 236, 4, 1
the-village.ru, 1, 236, 3, 2
visir.is, 0, 236, 4, 2
it5566.net, 0, 236, 2, 2
bis.org, 0, 236, 1, 0
replays.net, 0, 236, 3, 1
kinopoisk.ru, 0, 236, 2, 1
festu.khv.ru, 0, 236, 1, 1
tesoon.com, 0, 236, 2, 2
bankaustria.at, 1, 235, 5, 2
pusulagazetesi.com.tr, 1, 235, 2, 1
artsadd.com, 0, 235, 3, 1
voetbalnieuws.be, 0, 235, 1, 1
islamstory.com, 0, 235, 1, 1
politnavigator.net, 0, 235, 1, 1
swagelok.com, 0, 235, 1, 1
amanbo.com, 0, 235, 4, 2
clickbank.com, 1, 234, 8, 2
portalangop.co.ao, 1, 234, 5, 2
myvideo.az, 1, 234, 2, 1
game-oldies.com, 1, 234, 2, 1
thehansindia.com, 0, 234, 1, 0
korfezgazetesi.com.tr, 0, 234, 1, 1
yakimaherald.com, 0, 234, 4, 3
fengchedm.com, 0, 234, 3, 2
bsc4success.com, 0, 234, 1, 0
ghbook.ir, 0, 234, 1, 1
business-gazeta.ru, 0, 234, 2, 1
androck.jp, 0, 234, 1, 1
mmbang.com, 0, 234, 3, 1
islamazeri.az, 0, 234, 1, 1
chameleon.fm, 0, 234, 3, 2
filmitorrent.org, 0, 234, 2, 1
zor.uz, 0, 234, 1, 1
mentalfloss.com, 0, 234, 2, 2
cidadeverde.com, 1, 233, 2, 1
andhrabank.in, 1, 233, 5, 1
kadinlarkulubu.com, 0, 233, 1, 1
minkch.com, 0, 233, 9, 3
efectococuyo.com, 0, 233, 3, 2
apnarm.net.au, 0, 233, 3, 1
2ddos.com, 0, 233, 2, 2
investmentguruindia.com, 0, 233, 1, 1
medianp.com, 0, 233, 1, 1
teletica.com, 0, 233, 2, 1
ullapopken.de, 0, 233, 4, 1
auto-bk.ru, 0, 233, 1, 1
acstechnologies.com, 1, 232, 6, 4
tupian114.com, 0, 232, 3, 1
po-kaki-to.com, 0, 232, 3, 3
iconsdb.com, 0, 232, 1, 1
zszywka.pl, 0, 232, 3, 2
uec.ac.jp, 0, 232, 4, 1
mesacc.edu, 0, 232, 1, 1
fernsehserien.de, 0, 232, 2, 2
dailynews.co.th, 0, 232, 1, 0
psu.ru, 0, 232, 3, 1
napravisam.bg, 0, 232, 1, 1
ephotozine.com, 1, 231, 2, 1
jisin.jp, 1, 231, 2, 1
indiadynamics.com, 1, 231, 5, 2
archanaskitchen.com, 1, 231, 2, 0
carilionclinic.org, 0, 231, 2, 2
oyunfor.com, 0, 231, 1, 1
xn--r8jwklh769h2mc880dk1o431a.com, 0, 231, 1, 1
splav.ru, 0, 231, 1, 1
onmeda.de, 1, 230, 5, 2
gahag.net, 1, 230, 5, 1
rokna.ir, 1, 230, 2, 1
haya.es, 1, 230, 4, 2
2144.cn, 0, 230, 10, 2
tourtips.com, 0, 230, 4, 2
exystence.net, 0, 230, 1, 1
uhyips.com, 0, 230, 1, 1
grpleg.com, 0, 230, 2, 1
marmiton.org, 0, 230, 3, 2
weiku.com, 0, 230, 4, 2
stj.jus.br, 1, 229, 7, 0
denabank.com, 1, 229, 1, 1
valor.com.br, 1, 229, 3, 1
ebn.co.kr, 0, 229, 4, 1
soutudi.so, 0, 229, 1, 1
lakeheadu.ca, 0, 229, 7, 1
apptuts.com.br, 0, 229, 1, 1
gulfnews.com, 0, 229, 2, 2
erstebank.hr, 0, 229, 4, 2
novatech.co.uk, 0, 229, 5, 2
perspolisnews.com, 0, 229, 3, 3
fost.ws, 0, 229, 1, 1
tigernet.com, 1, 228, 3, 1
unixforum.org, 1, 228, 2, 1
peacocks.co.uk, 0, 228, 1, 1
muabannhanh.com, 0, 228, 4, 3
plati.ru, 0, 228, 2, 2
byggmax.no, 0, 228, 2, 1
brainvire.com, 0, 228, 1, 1
pokemonmillennium.net, 0, 228, 3, 1
globalpropertyguide.com, 0, 228, 2, 2
mniammniam.com, 0, 228, 1, 1
opoka.org.pl, 0, 228, 3, 1
clo.ud.it, 0, 228, 3, 3
macrolibrarsi.it, 0, 228, 4, 3
sanalbasin.com, 0, 228, 1, 1
unipg.it, 0, 228, 6, 1
silicon.fr, 0, 228, 2, 2
klamm.de, 1, 227, 3, 1
7days.ru, 1, 227, 2, 2
ada.edu.az, 1, 227, 3, 1
w3.org, 1, 227, 6, 1
uaezoom.com, 1, 227, 6, 2
ddo.com, 1, 227, 2, 1
lighthouse.gr, 1, 227, 6, 2
hefei.cc, 0, 227, 4, 1
troc-velo.com, 0, 227, 1, 1
frandroid.com, 0, 227, 3, 2
sandiego.org, 0, 227, 2, 2
dongabank.com.vn, 0, 227, 2, 1
blogtruyen.com, 0, 227, 1, 1
zaoche168.com, 0, 227, 2, 1
learncpp.com, 0, 227, 1, 1
mifcom.de, 0, 227, 1, 1
strill.it, 0, 227, 2, 2
ricardocuisine.com, 0, 227, 3, 2
kul.vn, 0, 227, 3, 1
worldstarhiphop.com, 0, 227, 4, 1
streetinsider.com, 0, 227, 2, 1
ifeng.com, 1, 226, 7, 4
eluniversal.com.mx, 1, 226, 10, 2
aiononline.com, 1, 226, 8, 1
nyiftw.com, 1, 226, 1, 1
gallito.com.uy, 0, 226, 1, 1
plati.com, 0, 226, 2, 2
gusuwang.com, 0, 226, 5, 2
collegedata.com, 0, 226, 1, 1
mfamo.com, 0, 226, 2, 2
ushigyu.net, 0, 226, 2, 2
anxin.com, 0, 226, 6, 2
side6.dk, 0, 226, 2, 2
startupjobs.asia, 1, 225, 1, 1
unipd.it, 1, 225, 9, 1
movietv.pro, 1, 225, 2, 1
folica.com, 1, 225, 2, 1
sagmart.com, 1, 225, 3, 2
thg.ru, 1, 225, 2, 1
yikexun.cn, 1, 225, 2, 1
greatnonprofits.org, 0, 225, 10, 2
lavidalucida.com, 0, 225, 3, 2
uaic.ro, 0, 225, 10, 1
yu.ac.kr, 0, 225, 8, 1
pricemania.sk, 0, 225, 3, 2
grouple.ru, 0, 225, 2, 2
sasa.com, 0, 225, 2, 1
cbf.com.br, 0, 225, 3, 1
calend.ru, 0, 225, 1, 1
capacitateparaelempleo.org, 0, 225, 2, 1
geo-online.co.jp, 0, 225, 9, 5
isixsigma.com, 1, 224, 5, 1
anipo.jp, 1, 224, 7, 2
skat.dk, 1, 224, 3, 1
orizzontescuola.it, 1, 224, 8, 3
shopping99.com, 1, 224, 2, 1
vporn.com, 1, 224, 14, 3
lekarna.cz, 1, 224, 2, 1
sunmar.ru, 1, 224, 7, 1
xperian.ir, 0, 224, 3, 3
sva.edu, 0, 224, 2, 2
osul.com.br, 0, 224, 3, 2
24iq.com, 0, 224, 1, 1
orangesmile.com, 0, 224, 1, 1
17jg.com, 0, 224, 1, 1
apkhere.com, 0, 224, 2, 1
homerecording.com, 1, 223, 2, 1
hkitblog.com, 1, 223, 6, 2
ifmo.ru, 1, 223, 12, 1
austincc.edu, 1, 223, 8, 1
al-madina.com, 0, 223, 2, 1
forexsystemsru.com, 0, 223, 1, 1
h-da.de, 0, 223, 1, 1
softwareag.com, 0, 223, 2, 1
citroen.it, 0, 223, 4, 3
slovakrail.sk, 0, 223, 2, 2
dl.gov.cn, 0, 223, 37, 2
jaspravim.sk, 0, 223, 3, 1
trend.az, 0, 223, 2, 1
dev.by, 0, 223, 1, 1
hardforum.ru, 0, 223, 1, 1
hs-heilbronn.de, 0, 223, 1, 1
oteli-uga.ru, 0, 223, 1, 1
gtb.gov.tr, 0, 223, 5, 1
gosunoob.com, 0, 223, 1, 1
alphapolis.co.jp, 0, 223, 3, 1
mp3ostrov.me, 1, 222, 2, 1
sanfermin.com, 1, 222, 3, 2
movieberry.com, 1, 222, 2, 1
rejuvenation.com, 0, 222, 2, 2
turbobit.net, 0, 222, 2, 2
1001jogos.pt, 0, 222, 3, 2
88db.com.hk, 0, 222, 4, 2
smp.no, 0, 222, 2, 2
flysaa.com, 0, 222, 1, 1
asu.edu.eg, 0, 222, 1, 1
virgin-atlantic.com, 0, 222, 2, 1
hornbach.nl, 1, 221, 7, 2
osvita.ua, 0, 221, 1, 1
uwants.com, 0, 221, 1, 1
ingatlan.com, 0, 221, 1, 1
giochixl.it, 0, 221, 2, 1
yande.re, 0, 221, 2, 1
adslgate.com, 0, 221, 4, 2
teligo.net, 1, 220, 4, 1
openx.net, 1, 220, 2, 1
itworld.co.kr, 1, 220, 5, 2
bartarinha.ir, 1, 220, 4, 2
sample-cube.com, 1, 220, 1, 1
prevention.com, 1, 220, 11, 2
ruralking.com, 0, 220, 2, 2
freeonlinegames.com, 0, 220, 3, 2
letu.ru, 0, 220, 1, 1
ameblo.jp, 0, 220, 1, 0
youhdporno.com, 0, 220, 2, 2
efiliale.de, 0, 220, 1, 1
idtech.com, 0, 220, 3, 1
aplausos.es, 0, 220, 2, 2
blackhatworld.com, 0, 220, 1, 1
halkinhabercisi.com, 0, 220, 1, 1
unecon.ru, 1, 219, 4, 3
nakedsword.com, 1, 219, 3, 2
so7bet7ob.net, 0, 219, 1, 1
counseling.org, 0, 219, 2, 2
buscounchollo.com, 0, 219, 6, 2
mgts.ru, 0, 219, 2, 1
stabroeknews.com, 0, 219, 2, 1
alkompis.se, 0, 219, 2, 1
stltoday.com, 0, 219, 3, 2
steemd.com, 0, 219, 1, 1
51yangsheng.com, 0, 219, 2, 2
nix.ru, 0, 219, 1, 1
nguoiduatin.vn, 0, 219, 3, 3
arthosuchak.com, 0, 219, 1, 1
f64.ro, 1, 218, 6, 2
ufes.br, 1, 218, 7, 1
sylhetview24.com, 0, 218, 1, 1
downloadatoz.com, 0, 218, 4, 2
lostfilm.tv, 0, 218, 1, 1
allstarhealth.com, 0, 218, 2, 1
girlscv.com, 0, 218, 1, 1
neues-deutschland.de, 0, 218, 1, 1
dus.com, 0, 218, 1, 1
vtomske.ru, 0, 218, 2, 1
oyekitchen.com, 0, 218, 1, 1
kurzy.cz, 0, 218, 4, 1
downloadastro.com, 0, 218, 3, 2
lacucinaitaliana.it, 0, 218, 10, 1
mier123.com, 0, 218, 4, 1
yes.pl, 1, 217, 3, 2
ido.com.tr, 1, 217, 4, 2
onlinetyari.com, 0, 217, 2, 2
valeursactuelles.com, 0, 217, 2, 2
bta.bg, 0, 217, 3, 1
kacakbahis34.net, 0, 217, 1, 1
euspert.com, 0, 217, 3, 2
gtcdn.net, 0, 217, 1, 1
sportando.com, 0, 217, 1, 1
azertag.az, 0, 217, 3, 2
rurubu.com, 0, 217, 3, 1
antenasanluis.mx, 0, 217, 1, 1
pacificgolf.co.jp, 0, 217, 1, 1
genieesspv.jp, 0, 217, 39, 1
f30t.ir, 0, 217, 2, 2
findanime.ru, 0, 217, 2, 2
jainuniversity.ac.in, 1, 216, 6, 1
bca.co.id, 1, 216, 5, 1
consultant.ru, 1, 216, 6, 1
hornytrip.com, 1, 216, 3, 1
alot.com, 1, 216, 3, 2
nishinippon.co.jp, 0, 216, 6, 4
tz.cc, 0, 216, 2, 2
ivsky.com, 0, 216, 2, 2
ikyu.com, 0, 216, 3, 1
hanbit.co.kr, 0, 216, 2, 1
erobanach.com, 0, 216, 2, 2
mi9.com, 0, 216, 1, 1
wswebpic.com, 0, 216, 5, 4
cmlt.ru, 1, 215, 3, 2
privateerpress.com, 1, 215, 4, 2
nust.edu.pk, 1, 215, 4, 2
373news.com, 1, 215, 3, 1
x-kom.pl, 0, 215, 3, 2
momon-ga.com, 0, 215, 3, 2
bigtheme.ir, 0, 215, 2, 2
journalnow.com, 0, 215, 3, 2
gamebase.com.tw, 0, 215, 1, 1
renrenche.com, 0, 215, 3, 1
tonymacx86.com, 0, 215, 1, 1
atlanta.net, 1, 214, 3, 2
cesc.co.in, 1, 214, 4, 2
cairosales.com, 1, 214, 2, 1
katehon.com, 1, 214, 2, 1
party.pl, 1, 214, 26, 1
1bj.com, 0, 214, 2, 2
webdenal.com, 0, 214, 1, 1
edigital.hu, 0, 214, 3, 2
gruppocarige.it, 0, 214, 2, 1
rishe.ir, 0, 214, 1, 1
runway-webstore.com, 0, 214, 4, 3
ozon.ru, 0, 214, 4, 2
tinthethao.com.vn, 0, 214, 2, 1
asean.org, 0, 214, 2, 2
columbiatribune.com, 0, 214, 2, 2
peliculasrajoy.com, 0, 214, 1, 1
montgomeryschoolsmd.org, 0, 214, 3, 1
radiozamaneh.com, 0, 214, 1, 1
lacoste.jp, 0, 214, 10, 1
vmir.su, 1, 213, 2, 1
pornorio.org, 1, 213, 6, 2
animeultima.io, 1, 213, 2, 1
btl.gov.il, 1, 213, 4, 1
stir.ac.uk, 1, 213, 4, 1
edaily.co.kr, 0, 213, 9, 4
autohome.com.cn, 0, 213, 8, 3
medvov.com, 0, 213, 1, 1
photo-kako.com, 0, 213, 3, 2
time4education.com, 0, 213, 1, 0
pcsb.org, 0, 213, 3, 2
boursier.com, 0, 213, 1, 1
joshi-spa.jp, 0, 213, 1, 1
kstyle.com, 1, 212, 3, 2
drikpanchang.com, 1, 212, 7, 2
dukascopy.com, 1, 212, 9, 2
betanews.com, 1, 212, 2, 1
bbk.ac.uk, 1, 212, 8, 1
imbc.com, 1, 212, 19, 3
ucloud.cn, 1, 212, 7, 4
objektifhaber.com, 0, 212, 1, 1
vidaysalud.com, 0, 212, 2, 1
opensubtitles.org, 0, 212, 3, 2
onisep.fr, 0, 212, 4, 2
praktiker.gr, 0, 212, 2, 1
robotistan.com, 0, 212, 2, 1
smith-wesson.com, 0, 212, 1, 1
rumorsleague.com, 0, 212, 1, 1
blackbaud.com, 0, 212, 4, 4
japantimes.co.jp, 0, 212, 53, 2
naxos.com, 0, 212, 3, 1
repsol.com, 0, 212, 2, 2
ha.com, 0, 212, 14, 1
londondrugs.com, 0, 212, 3, 3
xmrc.com.cn, 0, 212, 5, 2
sanwen8.cn, 1, 211, 5, 1
sb.by, 1, 211, 2, 1
pearl.ch, 1, 211, 5, 1
marcustheatres.com, 1, 211, 1, 1
thy.com, 1, 211, 3, 1
beritasatu.com, 1, 211, 4, 2
24xxx.org, 0, 211, 2, 2
allbesta.net, 0, 211, 1, 1
henkel.com, 0, 211, 2, 2
suara.com, 0, 211, 5, 3
deccoria.pl, 0, 211, 1, 1
gamers-onlineshop.jp, 0, 211, 1, 1
mama365.gr, 0, 211, 3, 2
fontanka.ru, 0, 211, 3, 1
americaeconomia.com, 0, 211, 6, 1
sportzwiki.com, 0, 211, 1, 0
17365x.com, 0, 211, 1, 1
world-airport-codes.com, 0, 211, 1, 1
palungjit.org, 0, 211, 3, 1
onlinebioskop.com, 0, 211, 1, 1
pornolenta.porn, 0, 211, 3, 2
90tv.ir, 0, 211, 3, 2
eventmanagerblog.com, 1, 210, 2, 1
thedatingdivas.com, 1, 210, 6, 2
